gene	meanExpression	A.logFC	A.pvalue	A.FDR	B.logFC	B.pvalue	B.FDR
Gene2979	5.429937290072603	0.04475521303279398	0.9220917315265206	0.991940539608361	0.26184132132751226	0.5457095006510846	0.8230912528673976
Gene2980	-2.116956708602015	-0.1439179358817837	0.6912442569922592	0.9412367333772592	-0.38171576269040985	0.26696617463075983	0.6209768299467843
Gene2981	2.893482540285572	0.4064016268425804	0.35201696343009103	0.7744089286966206	-0.6687913241094493	0.1071994499647433	0.3735093686235537
Gene2982	7.564851763943109	0.25978458834527063	0.5495942003834959	0.8922633147505751	0.38959113338683377	0.3435975097297638	0.6911473800102234
Gene2983	7.574538978132428	0.17878882510766378	0.7015163988413176	0.944499306132118	0.28650658102680726	0.5165190643468055	0.8044920808234293
Gene2984	-1.6493843161704196	-0.1688203322506434	0.6551095261929234	0.9279171759106564	-1.1022282052052417	0.0026564977085213456	0.02452906471395518
Gene2985	-1.1008584810106818	0.10207503128049433	0.8222500270770997	0.9788887274883762	0.3447617695422942	0.4233084316741331	0.7498820755963386
Gene2986	4.163982689979604	0.15219163613718684	0.7117544596976011	0.9484410840449625	-0.10246831931736945	0.7925329828496711	0.9331651037111385
Gene2987	9.303827357567457	0.40651448397225476	0.37680544703343444	0.7942524525737812	0.7580654373312308	0.08344402198104969	0.31873194034014396
Gene2988	3.008832522289558	0.6256177392422998	0.1527259505015373	0.5665133564569513	0.3500303412946487	0.39591905082134105	0.7314514495600086
Gene2989	5.631243190946219	-0.592908605637708	0.19054925486821198	0.6235331440811925	-0.5291809791122476	0.21661544947679892	0.5588155982118416
Gene2990	3.817833398300689	0.1485002530125847	0.7254536694609599	0.9519639493199118	-1.2649629117537051	0.002086448152152868	0.02037547023586785
Gene2991	6.215352385643231	0.7218971018177858	0.10428558794194147	0.47532173173172954	-0.055827054977980364	0.8935650937273808	0.9702920850458179
Gene2992	-2.108522776483601	0.4602156373316424	0.1933386632442931	0.6258940215095278	-0.08903539709223104	0.7892762421386776	0.932264423078152
Gene2993	6.7448932451001005	0.8678050502578887	0.041915135751904774	0.28099121807824484	1.077652653146885	0.008090875156862881	0.05936078618388027
Gene2994	1.311535529701891	-0.39459120502346007	0.4241623369526283	0.8266979176287268	-0.07215834775971253	0.8770079392434429	0.9638509058615704
Gene2995	-2.4796211502457037	0.3685408202584487	0.30358316995369894	0.7435392092834293	-0.054619101269286076	0.871584801918608	0.9626698431038097
Gene2996	-2.307122413172697	0.30435060576464096	0.3685217008712828	0.7877184859571373	0.025123853702502426	0.9373127603793764	0.9813858042933216
Gene2997	6.072894731523536	-0.4695500939776504	0.20450930615533996	0.6397478875527616	0.29607260967816174	0.3965198308064807	0.7314514495600086
Gene2998	2.8567823335246705	1.1447045665635325	0.006559704644319645	0.07627563539906564	-0.04777271483084673	0.9024995736240047	0.9733601958843882
Gene2999	1.4775068131155067	-0.13432152727803487	0.7655807615737458	0.9638799608094325	0.10407846986901223	0.8070536013352931	0.9400937153101779
Gene3000	1.0605817421660155	0.08900860548472896	0.8393916970386446	0.9806970622662413	0.5343942041463398	0.20042787750850782	0.5352638389172256
Gene3001	-2.469654728004555	0.25183005789645113	0.48028729274438786	0.8600354054660044	0.12301659025881986	0.7152240661434781	0.904427130041032
Gene3002	-2.1110411865645533	0.19041510640334172	0.6108506586104476	0.9121091343291992	0.09998741815952929	0.7774893419799993	0.9267677344714192
Gene3003	-1.0478622365788484	-0.10847558651543347	0.811073927509175	0.9751297946215247	-1.272331031520539	0.0038123484844320987	0.03286507314165603
Gene3004	6.481332666916184	0.14786291691418205	0.7104618113727081	0.9484410840449625	-0.2937985904973509	0.43617625716143615	0.759868655542891
Gene3005	6.228189380024095	-0.06771512797842205	0.8611839269434662	0.9850675427972233	-0.21332218736953937	0.560704518696064	0.834754382456549
Gene3006	0.37618575176665986	0.08741729838603836	0.8374114515185916	0.9806970622662413	0.59978113301491	0.1391110120167495	0.43764767346886774
Gene3007	2.369004132218314	-0.3295688240588464	0.44365444595463044	0.8360293876535932	-0.3415710396740475	0.4014998750412885	0.7351573957989306
Gene3008	2.6628181105547606	-1.1422533367832393	0.013510907044560302	0.13081996812116198	-0.28660134694402906	0.5054796030438142	0.7995564742863243
Gene3009	8.117834203293453	0.7869298777439403	0.07983858322088762	0.41640415656997354	0.11881656358743871	0.7779616563494298	0.9270542041830354
Gene3010	6.432311159925532	-1.1711271491624882	0.016955950375785782	0.1534475147129935	0.06608765825756174	0.8848864632782404	0.9660650664217459
Gene3011	4.5676186633221905	-0.7361279059860424	0.1134784469084018	0.494957541542533	-0.3294131873293077	0.4515302237938218	0.7703304687622713
Gene3012	5.885055307389037	0.39944102338987564	0.3420328760741661	0.7693047145167928	0.03779524395882282	0.9240945620767436	0.9784214317646118
Gene3013	6.770235816656409	-0.448854063939948	0.3541893163141805	0.7760182124907284	-0.5819585359069038	0.20513962802436625	0.5412381416330434
Gene3014	6.775368274791046	0.44013218405531823	0.3003429381523127	0.740737755264287	0.7014445349734469	0.08273021494575294	0.3170954961508354
Gene3015	7.402682573580712	-0.15797655506439842	0.6905354180269985	0.9407839482656655	-0.13977674639111712	0.7096104071353228	0.9029949520408894
Gene3016	-1.3600411593823123	0.1924309910973741	0.5799358432954083	0.9029049405190849	0.3509019616527324	0.28718024774975826	0.6415232319432164
Gene3017	3.4551939858785654	-0.21921233652944877	0.6230136287887055	0.9155271217824452	0.29832528454632107	0.4797919595071368	0.7863441850622446
Gene3018	2.115972709244966	-0.17953767582188346	0.6903519660106676	0.9407839482656655	0.23204037767232133	0.5864173822367111	0.8525986947320604
Gene3019	-0.6759255049088428	-0.18487634844546222	0.622499249777386	0.9155271217824452	-2.5250880328737484	2.686077061417176e-10	3.8372529448816806e-8
Gene3020	3.160283964636545	0.4381658821257663	0.393184214002847	0.8047159517045578	-0.8951287119518302	0.06725074533278876	0.27844293008852966
Gene3021	2.189140242471438	0.7451356533565165	0.09196804762190455	0.4492905919418815	3.8503608269468983	1.004739935608106e-14	7.176713825772186e-12
Gene3022	3.443826263302264	0.408019318660441	0.34244719041516414	0.7698714744925607	-1.0077438379412278	0.01458603204299099	0.09374056582899094
Gene3023	1.6419199118416186	0.8066748457454012	0.09500461180115748	0.4556693857905301	0.018338726932666156	0.9677393567278558	0.9904075838634446
Gene3024	9.640727684801128	0.7533977072414114	0.11135335497726863	0.4935875663886021	0.026263150821607434	0.9528753023868792	0.9852434609334355
Gene3025	-2.886098220844412	0.29409739119822315	0.2372695904280959	0.6748497493871485	0.022881719223660807	0.9222619993400486	0.9775938089252157
Gene3026	-2.791701393563097	-0.18970534388302634	0.47965328442381117	0.8600354054660044	-0.27980314698974385	0.2714170400760828	0.6251806951251296
Gene3027	2.80720050268311	-0.1489332520723608	0.7516810794582381	0.9584758316581627	-0.8487888495252366	0.05911891641703243	0.25515285462681236
Gene3028	3.701421359226683	0.40178735403051413	0.3063388622812453	0.7448325578731507	0.11951828823862168	0.747058684326551	0.9150694222534519
Gene3029	-0.5126339543178117	0.28058827036056605	0.4709739194133711	0.853522869542173	0.8620524343549921	0.020949951754500342	0.12222839574154677
Gene3030	2.9264743420597723	0.10013693964662743	0.8304071019547093	0.9799753829013992	0.41283020634868417	0.35176894973432726	0.6969862289168363
Gene3031	9.078734234814817	1.2148258893047525	0.005201738616194968	0.0637739514570779	2.2347302313076827	2.7233830441646223e-7	1.3482094278042684e-5
Gene3032	0.28371603382902416	0.14648608093162774	0.7850610062146486	0.9695965622881574	0.7445069904238643	0.14542303569879705	0.4500867709650172
Gene3033	5.517299548952712	0.3367922089866189	0.4402467778506617	0.8349580964083847	1.0008002332837003	0.016907151646636868	0.10449413873075938
Gene3034	6.086758607817656	-0.20255487621881688	0.6214682802569607	0.9155271217824452	0.12730995541787626	0.7427769310698822	0.9135959255061481
Gene3035	6.467556824155167	-0.43507146969865035	0.2816445093589797	0.7242080466931852	0.603051546761132	0.1160637549714967	0.3919748563711472
Gene3036	6.517253472521763	0.1977860758214669	0.6668640220837603	0.9316223198453675	0.16550442166887425	0.7033574362109074	0.9022404425574998
Gene3037	-2.6747063560876008	0.17999867888008178	0.5321702585268921	0.8845609132414662	0.12025117487835217	0.6589266106666396	0.885216966593641
Gene3038	3.3399533339412883	-0.4303757052321421	0.37271761520676383	0.7917777176476445	-0.619211911418923	0.1764846487079694	0.5011809440304249
Gene3039	7.377377485632151	-0.17007458931817507	0.6631640882509189	0.9304954233912149	-0.7372584785586447	0.04831725032701191	0.22348404406573502
Gene3040	0.0661799337755163	-0.5636190308495005	0.2260472075976873	0.662547050353772	0.2989737830588234	0.4960214255663018	0.7941653533069166
Gene3041	3.080224461097244	-0.34946070877741414	0.4413270167666462	0.8355267616671459	-0.3218576222732789	0.45345973669740236	0.770834542470246
Gene3042	2.9183991168843986	-0.32120579643793684	0.4753750444383177	0.8562496832304238	0.7164409348556742	0.09456110632889468	0.34599746186935487
Gene3043	4.769871111555775	-0.24946432937586285	0.5447827154871611	0.8907500253223692	-0.05714225806725984	0.8833080600113461	0.9656950564490298
Gene3044	-2.543803799075853	0.8074671371325327	0.03972628681873174	0.2719116140912508	0.22774030960051553	0.5352686698324656	0.8176750550378838
Gene3045	8.160865623949244	0.5714209449079783	0.17205003028409835	0.5969813680919442	-0.44629757421528804	0.25873911393171234	0.6143149241114928
Gene3046	6.271240078213962	0.13739482953121615	0.7348847059735983	0.9558200588453818	0.27229258008661544	0.47856438938260193	0.7858200154065713
Gene3047	3.495306337068843	0.03187261077980488	0.9398834376413809	0.9951820304007888	0.7707030381056026	0.05644324569090281	0.24821128272164822
Gene3048	6.214862162067546	-0.06761402899584446	0.879120273706304	0.9851221349705134	-1.49758150926729	5.802697066489251e-4	0.007154990217619299
Gene3049	5.401878319734202	0.26111435924954446	0.5091887095648584	0.8721700181830253	-0.053852915146041125	0.8854377949243379	0.9662097084480933
Gene3050	6.276527300517886	-0.3047751046396123	0.5301045771898398	0.8843569189569929	-2.4388504754867126	7.5002098311761265e-07	3.164645498386551e-5
Gene3051	4.866401836713979	-0.10982712080817483	0.8010551818566904	0.972768345725726	-0.14080918567745485	0.7327693250226305	0.9108039628390326
Gene3052	3.1544406728967744	0.06948621621713587	0.8618859456852931	0.9850675427972233	1.113441459765108	0.004010769988555226	0.03413421266855512
Gene3053	7.67492955975493	0.13883675449018199	0.7390560460140541	0.9567369326588215	-0.4614004377162699	0.24362366201201457	0.5953657429423621
Gene3054	4.331211209502113	0.661395189971526	0.18342927734367745	0.6116348027465071	1.7834051694619775	2.4729684175489857e-4	0.0035736537825852392
Gene3055	5.728443016210851	1.13454608763223	0.010291212497469374	0.10720013018197264	0.864485925240826	0.03750505614163085	0.1882492359272109
Gene3056	8.272089549254048	-0.16796567623579828	0.6534344177256431	0.9271203429705493	1.7431703329218338	3.678891244451231e-6	1.1679019823654702e-4
Gene3057	2.8630558917351063	-1.222686040742546	0.023396325257391208	0.19130274127057406	-1.903939473431748	2.7012223889685166e-4	0.0038533842923944603
Gene3058	9.149185568644	0.8157043903293607	0.06952915157717142	0.3845638914666561	0.2957156756686317	0.48320996882926703	0.7865330065996621
Gene3059	3.3556761030269326	0.3184422844269668	0.45973938409523474	0.8463537998807709	2.073422289114664	1.864242477655077e-6	6.573562365876263e-5
Gene3060	-1.6335188631494577	1.2833906280634644	0.0018596968882208297	0.028262870641653944	-0.18784339329057506	0.6207546120981573	0.8695993006622517
Gene3061	0.8848304836152596	0.010435077376010895	0.9814288226290824	0.9983368072926204	0.6378113177860875	0.1350931046541828	0.43023281737000896
Gene3062	2.591674860372621	0.23874257922817682	0.5718061322178929	0.8996320519475973	-0.1061622955588243	0.7902791976013969	0.9323728145368062
Gene3063	3.143632227351326	0.22136837674650575	0.5715661046695087	0.899595824238796	-1.7959017577347447	4.91609183883863e-6	1.4852241204950544e-4
Gene3064	4.933413299147604	-0.8628311506288255	0.04283401967615229	0.2846114264196165	-1.0808747435112216	0.007839677542076345	0.05777212632333342
Gene3065	3.55363794278904	-1.6476956521770816	1.3620105158503227e-4	0.003250621756206021	0.285254294567067	0.4670861967930149	0.7792393324036985
Gene3066	1.5120638540052023	-0.17334538524182433	0.6851914588576422	0.939382615238002	0.15867730026347807	0.6948601364175061	0.8988010458830401
Gene3067	3.7915013217252547	0.5605795548285715	0.23291364421539598	0.6704189571491769	-0.05484287614725277	0.9014254307109975	0.9731835522082762
Gene3068	6.559656674521566	0.07643476926586315	0.8602084560136387	0.9849371511310967	-0.044631207268763635	0.9134367867531175	0.9761675123781465
Gene3069	1.1395254881142711	-0.5740136580872865	0.19783859860347214	0.6320418321651927	-0.6956834314113145	0.10002076652653806	0.3584162132383257
Gene3070	6.90556610073019	0.4124657894581183	0.34393511060876325	0.770317699499337	-0.888953461742866	0.032884899563210244	0.1706533449050869
Gene3071	3.8645474274130662	-1.8068940430454516	9.798664910340116e-5	0.0024744103308939687	-0.037367877791369165	0.9290799830130121	0.9805798653714182
Gene3072	2.789536407315498	0.7190128939678039	0.13348477615046006	0.531388440089411	0.25102721963812596	0.5776275712427641	0.8464647878704047
Gene3073	-1.035413284307008	1.1853259956429092	0.009770258397222885	0.1031706272146028	2.071096363302831	4.740081261194425e-6	1.44514672597391e-4
Gene3074	-0.6109991842275319	-0.5488036162170712	0.17128739643608434	0.5968042545988013	-0.5988013095432547	0.11523207298408991	0.39029549658432583
Gene3075	-1.3802029840872112	-0.5715238414374999	0.27592612581101567	0.7183588781813064	0.2732260222776103	0.5806288787629184	0.8482025577593635
Gene3076	6.350874360290453	-0.5371779445107564	0.20759865043157985	0.64363629843806	0.5074509367077933	0.20825107509691307	0.5454454559898194
Gene3077	-0.10947663038526616	0.40584709929671936	0.30365443450612767	0.7435392092834293	0.1261701925847978	0.7346538090596852	0.911474649413419
Gene3078	7.711495626837293	-0.05154465428906489	0.8979200273622931	0.9890911469309236	0.2843372922869305	0.45512560559412485	0.7717917680076731
Gene3079	-2.865027879166905	0.04777647984639704	0.8429809983591401	0.9812918048606266	0.11240054653916427	0.6224982753686793	0.8696539192074313
Gene3080	6.601038230752039	0.0055404060048864145	0.9898850255459862	0.999300307638821	-1.3325061065393973	0.0017322185448391256	0.01735689924688503
Gene3081	-2.6024759565666127	-0.06498174912437517	0.833761997743469	0.9803462429016734	-0.011485563077697837	0.968717087918777	0.9907108692153579
Gene3082	7.372270440616145	-1.0609901551593028	0.00666572057278994	0.07723894058852769	-0.10252504078016905	0.7771614340116904	0.9267677344714192
Gene3083	3.389297486506962	0.41983831751261785	0.33132578343552244	0.7614675993118709	-0.7244315310039033	0.07825777006682676	0.3068835931632941
Gene3084	2.6708384318473333	-0.8276937903063978	0.0779667206348748	0.4088448905866534	0.06139317296471279	0.8891093588548331	0.9676854145133141
Gene3085	1.3290565864090556	0.3878700264649431	0.3772457208907243	0.7942524525737812	0.3378646877835597	0.41604535065077586	0.7448195555231438
Gene3086	3.3574169194994794	0.8758975700582472	0.03664894614228602	0.25863758745438264	0.4222347985843773	0.2825019463998849	0.6366958449400155
Gene3087	1.3942375163056886	-1.3785881559711497	0.002285024114112755	0.03345569713195835	1.455747398556278	7.152915634065046e-4	0.008370730815249909
Gene3088	4.609612904492132	-0.3632437423719362	0.39965930256443283	0.8079882718837961	0.20023527729175833	0.6231301413205754	0.8700117373151767
Gene3089	2.5262744816457694	-0.3055455070362159	0.5019703891265732	0.8680649318292586	1.5077452548579355	6.95060882314421e-4	0.008186818401818858
Gene3090	5.919192779157083	0.16261603511593373	0.7172167197779478	0.9494984117365451	-0.6184704374468721	0.14766002803840816	0.45447838731427564
Gene3091	6.037556832715589	0.24214899786872077	0.545144954940471	0.8909053030568246	0.04904921077823775	0.8968197999191068	0.972162384736159
Gene3092	4.216104623681604	0.37676332242057525	0.4215287284342808	0.8252576891900951	-0.18936726584658714	0.6689392297496621	0.8868487322499466
Gene3093	3.417054245892543	1.9946727965929485	3.271072475585022e-6	1.4222054241674008e-4	0.9809227933687107	0.011409010672861467	0.07761231750245895
Gene3094	7.765869154524351	0.6226289314979883	0.11421765250098233	0.4965984891347057	0.7102981572068352	0.057613584431403866	0.2513304504040886
Gene3095	-1.3478397953220649	0.29786318953052665	0.4419141607137842	0.8355267616671459	0.6081201838530702	0.09907603330477853	0.3560509448924069
Gene3096	6.866928186679883	0.7986298431673391	0.07246969495396703	0.3936201332577885	0.09395978423931996	0.8216473421699263	0.9455802951147371
Gene3097	6.401858517181219	-0.47524132962783133	0.3258687013212943	0.7576579895868271	-0.31763845470784263	0.48700519848620993	0.7882894115995629
Gene3098	2.3805847770896245	0.10510416390664065	0.7993898797430484	0.972768345725726	0.11494664324273926	0.768931249538231	0.9239358402824981
Gene3099	6.586222698408434	-1.403995214998688	0.004482158077546088	0.05702491192806727	-2.118592254951948	1.150979183506295e-5	2.9297802528303136e-4
Gene3100	5.509513562572759	0.23056464858716258	0.566929875257962	0.8994437185702533	-0.41141520801350395	0.28129971151908817	0.6358492575024598
Gene3101	6.129607124001327	-0.9402005677161698	0.02517035029732278	0.19897510116460693	-0.9463784102458791	0.017424440591271982	0.10689840853541094
Gene3102	5.9370327420679585	-0.4504515485267438	0.2996606597504242	0.7407158255118169	-1.5261571317800462	3.318329353063296e-4	0.0045332368211247216
Gene3103	-1.9395192951574043	1.0680484728282273	0.00525010346598782	0.0641038274235387	-0.4764866543923338	0.18045114639888366	0.5064584518632715
Gene3104	3.9566064731054595	0.6301863230425926	0.13275065140122738	0.5302927835328498	0.4620094805399277	0.24279319405064323	0.5944985162846308
Gene3105	3.3825539285994743	-0.6906308356033065	0.10055944922591534	0.4690715775404452	1.192134173341325	0.0032313829014652723	0.028672430359052994
Gene3106	-2.762473012370914	0.07375953125973234	0.7777563200097487	0.9681201093486288	0.41664416721623576	0.09449655572181104	0.3459296931783728
Gene3107	5.1909528344997895	0.39244122153938293	0.30564662801725595	0.7442852456160521	0.3280903987438952	0.365001072830075	0.7068965065240365
Gene3108	-2.158890056086415	0.6444389166117378	0.06945738071325745	0.3844125823264839	-0.7489905996371535	0.026430030481882156	0.1454597164660548
Gene3109	0.3815157847169133	0.10240384585507786	0.809687181776088	0.9746437095486647	0.6020427180435683	0.13691116726761807	0.43340033956194385
Gene3110	0.1097059205853163	0.6127177974353208	0.15539304128284098	0.5710879870740205	1.2090016062006814	0.0036317005143065005	0.03160748924548738
Gene3111	5.025695512747085	0.14751312527016033	0.74469574991397125	0.9582798198181163	0.23265484681070656	0.5874038927500354	0.8531646953522662
Gene3112	5.334665665274332	-0.36835362546879735	0.38174587724308795	0.7981306235481663	0.2141547231555777	0.5903890062963449	0.8548928559170937
Gene3113	3.839650143064684	-0.24984275307704776	0.5565819618222265	0.8952581016924988	-0.36521016069973034	0.3643060653578454	0.7064760207835967
Gene3114	4.643976579146874	-0.3748710261077579	0.35150584674071983	0.7744089286966206	-0.814017683742743	0.034315031247262665	0.17579421745523907
Gene3115	4.240861557135211	0.0736024106173267	0.8690465033302812	0.9850675427972233	-0.8059613880066566	0.058892781835979215	0.2545064037855627
Gene3116	9.177219318966111	0.9014682479464682	0.03989242191488239	0.27211747554490034	0.3697251597327777	0.3682993463330063	0.7094959474725608
Gene3117	-0.9788788973830207	1.9222808263218771	1.1209826632250686e-5	3.9751158270392507e-4	-1.6852717713517105	4.1209340916967045e-5	8.496771323085989e-4
Gene3118	1.6340697881245052	0.45155607285426935	0.3367184113697208	0.7649617630515995	0.12470583765942879	0.778615775366512	0.9273651445527775
Gene3119	3.875331843144643	-0.6770775949023711	0.15992723316690938	0.5790269122625249	-1.3733264060015025	0.0031305981066340116	0.027976748048561317
Gene3120	0.3943114652470745	-1.1081218507445236	0.003793559449999612	0.05017935780422767	0.02406401096918231	0.9457217936449326	0.9834727818081042
Gene3121	5.908461039104199	-0.5095521170936006	0.18438561617078714	0.6128459488670035	-1.4728579375167226	9.6305849025487e-5	0.0016950702340060408
Gene3122	4.039161982744845	0.3460123909107302	0.5285295389834519	0.8833880867322951	1.1717184915644645	0.02616797122979629	0.1440967578733276
Gene3123	7.359698567835132	0.5275082501918993	0.270194501103397	0.7126799727200893	-0.583900195647509	0.19758365191609695	0.5321401883008267
Gene3124	1.5760483945111048	0.6142224911435945	0.1329093560438396	0.5302927835328498	2.132632619902223	2.797005804347268e-7	1.3778353715996393e-5
Gene3125	2.345899523622284	-0.5997956474209615	0.18203541197601356	0.6110971953093174	-0.4566192656180496	0.28199786823006306	0.6364262098885672
Gene3126	1.0234933770138324	0.033245047706915505	0.9417072521704042	0.9951820304007888	-0.14035420791186642	0.7442473752255857	0.9136109218220423
Gene3127	0.9165051324202651	-0.22117883288421927	0.6279863133803643	0.9182638272775061	-0.9332465582106467	0.032804847627027366	0.17059203134179599
Gene3128	3.1366411404174497	-2.4648158465800347	7.90107656632998e-6	2.9928320327007494e-4	0.09074934747787027	0.8537666839670144	0.9568157390642321
Gene3129	1.1119289000861245	-0.38528972707940135	0.39045602582522665	0.8039036973959783	0.0035490579577596355	0.9933140537798039	0.9991064609314
Gene3130	5.361420387978615	0.4040214014387482	0.3134338496876008	0.7495836435833758	-0.18865074728221942	0.6180338517651326	0.8694562036884178
Gene3131	3.1691102739753543	0.38243993044444297	0.4171320366022613	0.8214849080651426	0.1746284154705311	0.69490555838984025	0.8988010458830401
Gene3132	2.117291705554961	-1.1754597250590328	0.019814891628227208	0.16979341583742252	-1.2622861158512142	0.008460172614177322	0.061219193478404176
Gene3133	5.569332761874255	0.2140179433846383	0.623816830146677	0.9157318322885102	0.34314663892573916	0.4064520778693719	0.7383307231339942
Gene3134	1.5447141382378573	0.40793862645044976	0.34784933731727186	0.7708206681663549	0.1513362590835804	0.7121876424689138	0.9029949520408894
Gene3135	3.4335474445181413	0.24698210627286815	0.5945333203087898	0.9089333745739029	-0.14891800405069108	0.7343005176881874	0.9112689472427244
Gene3136	-2.8193701708041523	0.2775197266917625	0.27660019355195287	0.7192753598911925	-0.09999397634015478	0.6777128402409638	0.8907897479507937
Gene3137	-1.315988322722209	0.7000882534573596	0.09999473095053832	0.4677290695521601	0.12868204610561262	0.7474584081611146	0.9151325822797648
Gene3138	7.928068523846341	0.9962954955798953	0.02405696936815914	0.19353957657408802	0.31358937487613064	0.4469517925770422	0.7671935418450871
Gene3139	7.71462757718079	2.084129428462711	6.8978541094528195e-6	2.683989925857128e-4	0.8785833249192662	0.035809406340324174	0.18167894112162153
Gene3140	5.541497329018712	0.49395201224679985	0.2356274402038243	0.6728291762801578	-0.6705438613321593	0.0901388446495344	0.33546276386131146
Gene3141	3.73023310120413	4.098374086433671	4.485383338739233e-15	5.107985113649103e-12	0.37229533381916635	0.3653279296040669	0.7069403307891058
Gene3142	7.458195452210518	-0.9532107673941803	0.032646758150896384	0.23889828779865574	-0.4579468533138013	0.2732897918472738	0.6266748528773308
Gene3143	7.460685272104458	0.07047332391802559	0.8702867981214946	0.9850675427972233	-0.25391637398731054	0.5344185714811256	0.8174568315676723
Gene3144	3.0664656644728567	0.18691875714143077	0.6712999419066557	0.9337108137143256	-0.3488888064313106	0.40313853204061845	0.7363307601017932
Gene3145	3.5418302165650157	-1.1087344049455752	0.006505581839868682	0.07595782806524175	0.7508883831267144	0.04905861232867721	0.22524615394250325
Gene3146	7.501261777669336	0.3408491152889687	0.4309187836102051	0.8297639712057547	-0.0995124989593823	0.8076491872495786	0.9400937153101779
Gene3147	3.4811263552493252	-0.10342130079123109	0.8192464203688492	0.9783390749975608	0.06126186688576155	0.8862141065863303	0.9664275971497603
Gene3148	2.067460044904931	0.011540703364107943	0.9786967438112129	0.9979126676527451	-0.3046036309987458	0.4569866426193212	0.7724588279569323
Gene3149	4.850274686373339	-2.251137335185021	1.5145207317924694e-7	1.0818005227089068e-5	-0.8080689891298547	0.03294772944634398	0.170890712895975
Gene3150	10.721601867947752	0.06668378222988262	0.8762787115442976	0.9850675427972233	0.011553574417586842	0.9772512357072193	0.995299280382545
Gene3151	-2.5437745146404573	0.15995013192625307	0.6387670781890097	0.9226491324631647	-0.04876733278617364	0.8796809303140303	0.9644807969096477
Gene3152	2.7219608774512793	1.1590175162721978	0.016096098314873172	0.14686221090212748	0.14101360818356107	0.7530270006273307	0.91720729797319
Gene3153	5.561909817114621	0.3549330803045369	0.38832963378063434	0.8028048706409705	0.05887744973915607	0.8795209110302719	0.9644807969096477
Gene3154	3.203444048460976	-0.03428883968597745	0.9417635215385277	0.9951820304007888	1.1573459021943937	0.010536601227909184	0.07278578652805164
Gene3155	3.69805510561004	-0.21493525953895504	0.6213728967698001	0.9155271217824452	-0.11164558244782309	0.7861432203929053	0.9313959095300165
Gene3156	-2.6987305311384873	0.026345714480166108	0.9259439843302228	0.993114855681675	0.06582770224850677	0.8061028160309716	0.939513771597869
Gene3157	3.3960317841813645	-0.46105711746812233	0.2525309948262835	0.6969410508590934	-1.9732266706811905	1.2376870835014036e-6	4.797236757757378e-5
Gene3158	3.933167951837172	0.03371848799266601	0.9362580498187223	0.9949219772786666	-0.8287977898800414	0.04008638772943842	0.19630944039881695
Gene3159	5.570196762867562	0.10778246506016537	0.8240388250154371	0.9788887274883762	-0.19208271548294736	0.6754218405996332	0.8902614788732994
Gene3160	3.0642518737114113	0.43882872898338265	0.37730834020136605	0.7942524525737812	-0.630384809434358	0.1813119310241278	0.508157024648322
Gene3161	4.912802241898241	-1.362197355697643	0.002386286846638713	0.03453381833051683	-1.9925935871379488	5.593762084296968e-6	1.6747790671547809e-4
Gene3162	-2.8609156258694166	-0.11934407763204825	0.6210870258219557	0.9155271217824452	0.003063537396596887	0.9892910069159122	0.9985777802724459
Gene3163	-0.7623605600904331	-0.17248172916835666	0.6753931238226891	0.9349027372087904	-0.03412867127235435	0.9301722524985	0.9805798653714182
Gene3164	5.124458795009793	0.5907166254491829	0.19192690177405633	0.6249268517585113	-0.0977284320662516	0.8186480180764224	0.9445378379451392
Gene3165	3.942887310911933	0.025799016373855718	0.9507436796814627	0.9951820304007888	-1.6244830247067013	8.469222935854382e-5	0.0015315050516915701
Gene3166	7.200436969223771	-0.19488376957515752	0.63845516305774	0.9226491324631647	-0.8309628116033256	0.03639388809013009	0.18417959559782435
Gene3167	7.7653241782067	0.2539979472441501	0.5423196537202735	0.8889028908707974	-0.4829947057670193	0.22215819172401402	0.5654094462678589
Gene3168	4.0252308292164	-0.5709199420291059	0.21473961305378614	0.6480731432547023	-0.0010367264494857403	0.9980915103360456	0.9999914941749781
Gene3169	1.3026186781111786	-0.5042578050865784	0.2614791644229897	0.7041578558661707	-0.29532134693560136	0.48598901167020825	0.787959169015378
Gene3170	4.9179184947054235	0.12621882740389878	0.7652488592408602	0.9638799608094325	0.6695804642849266	0.09659924897148753	0.3508044384974264
Gene3171	7.580525224206151	-0.39872630943847487	0.3418241405075134	0.7692784181514031	-0.5619187140927796	0.15806388778254946	0.4722554161414684
Gene3172	-2.725266734145992	0.23036977927888763	0.38971941330698945	0.8034908276484521	0.0039715232200563284	0.9874676182483006	0.997746874855671
Gene3173	10.281824494928046	1.4810016221475377	0.0016119366226398633	0.02510804708161781	0.054325336837907155	0.8998490061406897	0.9728422240096736
Gene3174	5.322536467274726	-0.10990834757170077	0.8048785700890818	0.9736967980685509	0.09581936264471633	0.8199077547843977	0.9448206682603427
Gene3175	2.629527996532889	0.5746561054381863	0.22651866169157098	0.662547050353772	0.6488825644958027	0.1496005598830922	0.4579141716654184
Gene3176	5.396977337010091	-0.010803399384003815	0.9808549758304786	0.9983368072926204	0.7297131460136563	0.08928681396203933	0.3337545958470933
Gene3177	4.7322779248644755	-1.8700098679517125	1.972765112886615e-5	6.337933370536212e-4	-0.6417721356056494	0.10511231023811037	0.3685205610635813
Gene3178	2.5565470533009673	1.27068934862804	0.004200976602856186	0.053954727550029974	-1.4298904458867256	7.421113687140282e-4	0.008639247598533507
