gene	meanExpression	A.logFC	A.pvalue	A.FDR	B.logFC	B.pvalue	B.FDR
Gene54	5.755872101037921	0.1925330269848414	0.6658364916393884	0.9313701100005433	-0.49722386349214975	0.24003124045436083	0.5916342437284849
Gene55	7.440181565440715	0.47528717038812246	0.2573681689184289	0.7018493834699452	1.5358057813256298	1.921536286769613e-4	0.002907014049575814
Gene56	4.590494541970412	-0.30435917582295485	0.44671214535780257	0.8369466319741361	-0.14575982368868648	0.6997414712489197	0.9013802283252862
Gene57	7.551609001389168	0.8434895785116829	0.0446561828586137	0.29107329153368366	-1.2767824747577055	0.0015902501113228909	0.016193992986994813
Gene58	-2.5650873591382517	-0.078943859088937	0.8005595944643145	0.972768345725726	0.12100165384504369	0.6824093202617955	0.8928611694533275
Gene59	4.819570425873803	-1.1400431324042342	0.012949945169675571	0.1273347607637716	-0.22442856205216988	0.5988758790413365	0.8602066633745138
Gene60	3.9166835896301833	0.17146401027472447	0.6911408112160211	0.9412367333772592	1.0032314043836195	0.015637601358316586	0.0987222307974532
Gene61	4.747049866403852	0.03726966202028024	0.9290055644215731	0.9936410070781773	0.3860394398626712	0.33061292213968474	0.6812547334425814
Gene62	6.2805245810444434	1.0793068280128522	0.00628524717163053	0.07438162333290568	0.8536349123823581	0.021505610572737224	0.12467347252410609
Gene63	8.723856387266814	-0.4161158228872759	0.34912643751422245	0.7718913055808588	0.2175005128908375	0.6043098832767659	0.8631765223207627
Gene64	-1.9739153535576688	-0.006255882342381361	0.9863509558094492	0.999300307638821	0.023756895033172087	0.9452513961089296	0.983472494076415
Gene65	-2.786232102667932	-0.024596229975153622	0.9272894327401339	0.9936319163437825	0.09615140325351047	0.7062160607893369	0.9029949520408894
Gene66	2.608313873232736	0.04065499969162649	0.9334127614579526	0.9949219772786666	-0.0403701810703578	0.9301155177875444	0.9805798653714182
Gene67	3.6578897626146794	0.7704241894978319	0.12903505620483458	0.5237698457734468	1.9368713031195397	1.0191111839619085e-4	0.0017780563556362254
Gene68	9.288937776780132	-0.1396984367113861	0.7475102285645489	0.9582798198181163	2.327844721709045	1.6702994181623237e-7	8.98010439872217e-6
Gene69	7.218653556712565	0.5106299791628977	0.2938217648967985	0.7367647063610795	0.5657183840779767	0.21946826745160145	0.5623066037704366
Gene70	7.386252744617722	-0.3251807727515786	0.42928230905424836	0.8287303263595528	-0.008107604876379439	0.9833502333008903	0.996504087252625
Gene71	-1.797295893021406	-0.13610691063971367	0.7254814291220817	0.9519639493199118	-0.1261160691382953	0.730895881672418	0.9102404940844504
Gene72	5.521774864663749	-0.7590894223091449	0.07092390423193178	0.3889031718719958	-0.10617457214806109	0.7875640768615411	0.9313959095300165
Gene73	5.427470292600709	-2.7648339555864174	2.8982007098147277e-7	1.881948512866706e-5	4.1583991107907135e-5	0.9999296890490084	0.9999999999999981
Gene74	1.1568036502941497	0.5941555595653889	0.22386628590101593	0.6605281333154218	-0.5179456827576643	0.2620731395399826	0.6180544652428834
Gene75	5.6384579813680205	-0.7665244890883955	0.0728020418966703	0.3939504431638004	-1.1992183360037976	0.0034834139724901187	0.03055626291657999
Gene76	6.858210702865888	0.3376425174888386	0.4038789552805385	0.8098635558061732	-1.4705349250640152	2.1536544148493988e-4	0.0031811734340463794
Gene77	5.583448576462509	0.778805173494556	0.08182262399416387	0.4211148944630153	-0.08739074294536502	0.8350791936598194	0.9508986491230009
Gene78	1.4229499557344916	0.15549095722880593	0.7375042302645787	0.9562993885126286	-0.12830051719445987	0.770018323923275	0.9245468274012665
Gene79	5.87713653088576	-0.8861498846001762	0.029015529131640183	0.2199812671087201	-0.2730409630926837	0.4716136603716504	0.7817463934390833
Gene80	5.14635662462606	0.6436504693573074	0.12921402095230933	0.5237698457734468	-0.7878713515472563	0.050638407213172976	0.2303840182582938
Gene81	5.1778958174731295	0.1880289276195869	0.6806808785660616	0.93656779455738	-0.10389032148482141	0.8099960684193206	0.9416228494468697
Gene82	-2.6058919794120614	0.2855557414539028	0.33526737515941674	0.7649267058166022	0.5481040469687796	0.05248885817997269	0.23595225394463573
Gene83	8.303429670817968	-0.5752267697947705	0.14961062311225706	0.5628129707321531	-0.3439756287493907	0.3606897958753489	0.7042623793693252
Gene84	-2.7550875029827138	-0.08420956885554798	0.7533578950416163	0.9584758316581627	-0.2155210497722329	0.3961340822963555	0.7314514495600086
Gene85	7.70769290674306	-0.27893023090195546	0.5328172062018961	0.8845609132414662	1.5927281437554883	2.8619354060070023e-4	0.004047999159840173
Gene86	6.00057723480473	-0.5344703523326282	0.20502417590770108	0.6404014874342426	-0.016927781643039562	0.9659995191386747	0.9899512257330676
Gene87	-2.6605797592465574	-0.0977790247619433	0.7255051605252406	0.9519639493199118	-0.21254035610157304	0.42051598456888906	0.7478407897792592
Gene88	5.601988821489918	0.14546441319330786	0.7408844954486824	0.9577100509936431	0.0541454832821836	0.8964518647535784	0.9719742651562164
Gene89	2.167318232275115	-1.4693882762727704	8.734165814512291e-4	0.015458700556658921	-1.6328896644068356	1.1081376736453651e-4	0.0018813882404844907
Gene90	1.9717868713022	-0.14274281778038392	0.7622341884243582	0.9629032193334489	0.1134996570708536	0.7992559965311762	0.9362766384898875
Gene91	-2.512801472005583	0.09855061648666277	0.781348370079702	0.9689339906742337	-0.05752343130879814	0.8640054696025503	0.9597927900494893
Gene92	7.125819138772035	-0.7249365505088722	0.1136323133657969	0.494957541542533	-0.8431843488477718	0.052612253457940863	0.23614117350960892
Gene93	3.4414462157402608	0.17572957904169992	0.7075290542426366	0.9471607151842524	1.9078480794005288	4.1104998461657034e-5	8.492768277201867e-4
Gene94	6.9114003965342565	0.012851182998086295	0.9780029433000904	0.9979126676527451	-0.3623026055843585	0.4121606184366766	0.7418297668046735
Gene95	2.103594623669331	-0.27538884651091144	0.53676089697917	0.8867786530464402	-0.491861377207882	0.2448397664218109	0.5965670084108678
Gene96	1.9525137768433745	0.2235486197684849	0.5917001145506147	0.908680372623258	0.20050925792896387	0.6110447410743891	0.8653798910556424
Gene97	-2.3928587459722146	-0.5784834435134578	0.07458359821895627	0.39952900946557335	0.14742299183734836	0.6281002557790981	0.8718723574733662
Gene98	0.7107455524035461	-0.4318614277100939	0.3238932091890582	0.7569916844849357	-0.7415036256326376	0.07521447519512696	0.29862980367787173
Gene99	-2.0923100656813816	0.28715224196527306	0.44340807719584796	0.8359394317186777	0.02297024243720562	0.9482398770184088	0.9839264976824504
Gene100	8.241869358090131	0.6956919490451166	0.11845565655983263	0.5051413925792436	0.8479605189518999	0.045234359242579	0.21286757290625413
Gene101	-2.948027481757958	6.560367590211857e-16	0.9999999999999976	0.9999999999999976	4.967484389467319e-16	0.9999999999999981	0.9999999999999981
Gene102	1.4641808966510295	-0.5907673606969847	0.20396700655916514	0.6390430132714318	-0.11938521429990599	0.78518885239453	0.9309803798844319
Gene103	5.34815210197911	-0.5296125677697726	0.19766487105541888	0.6320418321651927	0.4264489277532633	0.27224469059801404	0.6255380790080891
Gene104	-2.3657096807580587	-0.4681365582953877	0.16056208299766647	0.580065328748795	-0.2668377456172965	0.3961670350487684	0.7314514495600086
Gene105	4.973893800510857	-0.44806371787057414	0.3475179724240639	0.7708206681663549	0.3507058651103599	0.43665096062820985	0.7600966956287877
Gene106	6.695785757883281	1.514283866885815	2.521992372003065e-4	0.00542363950968401	0.7966839869057272	0.03663824846388195	0.1850416589084947
Gene107	4.369690580193862	0.8585385161430076	0.050454724600100385	0.3137731629359477	-0.2714861817639177	0.5090879836602977	0.8016007879751319
Gene108	8.842224774332331	-0.8152540776861221	0.08608345435907476	0.4349846102025	-2.2860593567628444	1.6166423052749202e-6	5.9370514608765075e-5
Gene109	4.998642954745351	0.36384434496299434	0.34883274556055377	0.7714125288822506	0.4310086186683445	0.24142130397234465	0.5921739833624392
Gene110	4.582825082392186	-0.46399127983192096	0.338467956989589	0.7657017688119923	-0.5453921154724195	0.23498235935156384	0.5829381278877793
Gene111	2.8280383581200885	-0.18960508879801874	0.651220112664943	0.9262354223086173	-0.6031183152258179	0.13079701362290683	0.4205691756363563
Gene112	4.5699246946537935	-0.11614710741633986	0.780695822576832	0.9688036121315373	0.7809733712095116	0.050281586038713647	0.22909776439281143
Gene113	-2.621682925312208	0.1467071157573251	0.6376047956747659	0.922594119049003	0.0343341032089491	0.9071774238787034	0.9747223799791811
Gene114	4.965333785867333	0.7450060379011677	0.08607044432533882	0.4349846102025	-0.20517518819064504	0.6145550569124457	0.8678024314475862
Gene115	3.13640196020884	0.32338160337338495	0.4170077242213064	0.8214849080651426	-0.5899889273637666	0.11940072634517818	0.39868359331212105
Gene116	6.211546438026582	-0.002892464193128948	0.9945532807889598	0.9996005869816335	0.1468762472364551	0.7141581816184785	0.9041121428262799
Gene117	0.2602397989316866	-0.3823719809386319	0.42764739777648486	0.8283253210644862	0.17028694451120974	0.7084523364080917	0.9029949520408894
Gene118	7.5775549924685475	-1.5990977125371555	1.898746032274111e-4	0.004286108424997994	-0.8173523840047475	0.038086899173187666	0.18939283527194264
Gene119	7.712683483421633	0.2414671014203706	0.5332776883685595	0.8845609132414662	-0.13236152736444076	0.7179077617575491	0.9054254854183003
Gene120	4.638744787696638	1.3012936601659282	0.0029531478269323895	0.04130276681024321	0.4918491976789773	0.22503244620870766	0.569624240136231
Gene121	6.597683785374805	-0.5174740017811663	0.20167641732666325	0.6366471399694625	-0.44078287005451683	0.24988674513494316	0.6040288739060748
Gene122	9.104263093909687	-0.5360779685890925	0.23975659879324987	0.6790048110825542	0.06042256780286034	0.8881759827059529	0.9671720852174286
Gene123	1.03019830549812	0.4491117139320797	0.29360696115121193	0.7366717604189883	1.84903160509413	1.4267791453725266e-5	3.438022037042233e-4
Gene124	5.108064110009306	0.22202922654446874	0.6762013663383925	0.9349027372087904	-3.1967595234463384	1.0437851307596459e-8	8.698209422997049e-7
Gene125	1.160971966749502	0.04634955145284997	0.9187970479269691	0.9910957786055095	-0.13315462678284293	0.7569290502197715	0.9183999936383767
Gene126	-2.4766812527653794	-0.5832657603454855	0.08234272894202241	0.4227039473409775	-0.3179968270746649	0.31394377041752397	0.667539380007493
Gene127	-1.843272819414466	-0.1253074175953277	0.7274626573344254	0.9530590825979791	0.3840307735777122	0.2604687177702888	0.6159108956497725
Gene128	11.876145475106794	3.0582414655253465	2.2109135908590964e-9	3.2513435159692594e-7	0.26687343530404767	0.5399554825867141	0.8206324867844816
Gene129	5.558695489746135	-0.008361922556684595	0.98301546597908	0.9984920934272015	0.056988636072216964	0.8781191442297385	0.9640910740561702
Gene130	7.294783597321722	1.089481608164402	0.011240377103814349	0.11376899902646102	1.0124504752675183	0.012707394943193662	0.08477248127547472
Gene131	-2.3734573950165987	-0.31447213022713344	0.34699132540275646	0.7708206681663549	-0.45903972628619544	0.1481597700033113	0.455256903168329
Gene132	3.712971978730768	-0.20753811212927473	0.6273467991626366	0.9181702667569868	0.381157476746675	0.3468604651084285	0.6925364785887662
Gene133	3.018133997363608	2.3177836626094384	6.539491069470349e-7	3.824263783315993e-5	1.206754367417758	0.004044947418679074	0.034308290234767384
Gene134	5.074138698727262	0.43903218431045443	0.30907147019588815	0.7472945536198164	-0.08946998733833621	0.8260767385727938	0.9458010610502989
Gene135	2.155795224854911	2.3774393359129604	3.7440232347376415e-6	1.5864505231939159e-4	-0.9096284317297465	0.04891324241041459	0.22503650738198666
Gene136	-0.15804500805709307	-0.4610368899517838	0.2243896685804428	0.6607469628399376	-0.8436455782231559	0.02014932333359807	0.11873496366292322
Gene137	-0.5948027012843758	-0.7222778218844139	0.13085351232471246	0.5270990501974849	1.193328591102839	0.009207043111358743	0.06534395593711899
Gene138	3.0718001576809777	-0.5377268234643846	0.2178327455706792	0.6529758560272159	0.07828313807829758	0.8489594955333856	0.9555372409940445
Gene139	4.165185900179648	-0.9870957116021988	0.023472068177085345	0.19148760520378638	-0.17696957311114964	0.6631751042660106	0.8861479024692985
Gene140	5.626757498256686	1.363769008421915	6.506791908809538e-4	0.012049614645943589	-0.15939460471956654	0.6632361906071591	0.8861479024692985
Gene141	-2.8164902331790453	0.14175946543689932	0.579678017806432	0.9029049405190849	-0.052374048481670044	0.8286284857388747	0.9474370978034241
Gene142	-1.6996180407345511	-0.04846467867310381	0.9069474080420269	0.989772399742584	0.28220903294519095	0.47248573924104087	0.7822611576838425
Gene143	8.79751006407892	-0.0380856884541592	0.9255711188954954	0.993102058900746	-0.1209023602012653	0.7539820213303154	0.9174998712222571
Gene144	6.129522568272842	0.2865437649204637	0.48044674010618915	0.8600354054660044	0.470635487475758	0.22189359772239667	0.5650460853638825
Gene145	3.887068253929084	0.29187793641308984	0.5134680221167458	0.8754782985792767	-1.0119120647728084	0.018303517562537883	0.11079611115337702
Gene146	-1.3788467433705995	-0.22202945718815362	0.5818451738572399	0.9043288372042896	-0.23687090919265186	0.5346837006943198	0.8175484942426066
Gene147	-2.6848347972549647	-0.11409189903493686	0.6967567851446168	0.9427580241772656	0.2449864324955932	0.3772674189637589	0.7169658285134148
Gene148	1.618253912303688	0.43870243125394165	0.27181548505402836	0.7138046182667216	0.4316690742739514	0.25318921704954483	0.6083383468207236
Gene149	2.8353893535126766	-0.2706541799983738	0.5696462731494547	0.8994437185702533	-0.35986824689713215	0.42464104653100565	0.7512623878084896
Gene150	-0.14617256378876592	-0.12598762090085477	0.766698825037201	0.9644352536289464	-0.8309980331777336	0.04091717482892331	0.1990506925174712
Gene151	5.853200388454702	-0.06090002283994721	0.8922533907815653	0.9887559738270892	0.3184560499786153	0.4547284188343995	0.7716557007955833
Gene152	5.04102051246916	0.3876593171729393	0.4997866811212215	0.8666116795628498	-1.1222799905448222	0.0416195940268838	0.20154767083236705
Gene153	1.9794707464346208	-0.7593964278091582	0.1659483342790188	0.5888869207914081	2.0366446153852187	1.5661057451905286e-4	0.0024547111993581954
Gene154	4.867952666236229	-0.2940814714301543	0.43812844383349614	0.8331021940169161	-0.8428702421431417	0.02050672488106294	0.12055687760765985
Gene155	5.223514454916458	0.02184321765322224	0.954888147711516	0.9951820304007888	0.15051300932025002	0.6804574504105114	0.8917765209759655
Gene156	3.819010411225083	-1.9505305869910736	2.6120435079108365e-5	8.012403398499499e-4	-1.7509165774700686	6.098375601379564e-5	0.0011593869964599932
Gene157	5.51540110357402	-0.2892767205108642	0.5306468577817884	0.8845588561123328	-0.4253014829788165	0.3306023696427347	0.6812547334425814
Gene158	-1.2835867061905362	-0.6894035584917065	0.10539266049159646	0.477970536371615	-0.7890392847055099	0.05090401089436876	0.23120971184351904
Gene159	2.7690842049801905	-0.47988875103830275	0.2953127235363694	0.7383354363330384	-0.9360955480733266	0.0326464731506526	0.16994520120069026
Gene160	4.819982192514076	0.2597302553924251	0.5455585090978758	0.891028460340097	-0.35210455491240017	0.3869344825963562	0.7254772694044737
Gene161	3.7624575622759404	-0.04569382298499739	0.923421982204204	0.9922314540979371	1.0120264181225889	0.026503232545517924	0.14570221300449657
Gene162	-1.9658126728445215	-0.11942095113753518	0.7451969122464086	0.9582798198181163	-0.8370162322861542	0.017800813960969428	0.10867407790579625
Gene163	-2.6871280630459884	0.17743249950206683	0.5201221123402102	0.8797944894903408	0.4122495342261553	0.11635174625409754	0.39254975119466107
Gene164	7.120324310760814	0.7741651396671204	0.09000181576972896	0.44461611300538456	-0.21547871212008274	0.6152539338183314	0.8679183004427381
Gene165	-1.6995252999392156	-0.25550576497174626	0.5569412194491664	0.8956918936139698	-0.3757357633887056	0.36190068457648905	0.7049097868649962
Gene166	6.568832417797273	-1.1446628574859872	0.01402603304538239	0.1339640214458681	-0.4233055759383789	0.3298050154956328	0.6811338609988286
Gene167	5.032039316562367	0.6854827107066468	0.10853837713162535	0.4867191799624455	0.5633822109951624	0.16250309809860347	0.4793601713823111
Gene168	-2.651798285395472	-0.06832236100346248	0.8237666205916303	0.9788887274883762	0.3401354303038991	0.24299289771106344	0.5946962743785205
Gene169	5.37706212539513	-0.3267018484036769	0.38135546319105695	0.798098517364457	-0.14496845533466338	0.6808451959362793	0.8918590462880264
Gene170	1.4416738215449425	-0.2874889048753885	0.4728478820685549	0.8552141111748144	1.04863773404868	0.006656749862425459	0.05079724448306474
Gene171	6.184387979434057	-0.13823006637269783	0.7363089355770325	0.9562330163528167	0.029086959165633135	0.9402743646128688	0.982199609440087
Gene172	0.7225633810958523	-0.5845348124077492	0.1985436909792554	0.6326316768215507	-0.19094675252906784	0.6557296596015201	0.8841887506472008
Gene173	5.582164834636369	-0.20825536906325318	0.638213414103076	0.9226491324631647	-0.23229724669042137	0.579398155719689	0.8479935511879849
Gene174	1.901360553998279	0.17015723454006337	0.7144187558139179	0.9487992636065429	0.5731096294295773	0.19462566792706867	0.5276052880265137
Gene175	0.7738464718177952	-0.0098203589863416485	0.9820162166103237	0.9983368072926204	-2.611406005005093	9.127896972555424e-9	7.801621344064465e-7
Gene176	4.937304284699805	0.2008617984273345	0.6662828127272522	0.9313964637322935	-0.21292021691190988	0.6289829040508477	0.8720128990029775
Gene177	-2.501817634347593	-0.3274967864732373	0.31583103567701365	0.751978656373842	0.18364881969716723	0.5513855918783772	0.8271509205752278
Gene178	0.8176857091414637	0.43506077213498134	0.32498982603878357	0.7571998108599416	-0.10249986519527206	0.8058686911157582	0.9394715630284401
Gene179	3.6044595736660496	-3.38707427639302	3.1387239549467845e-10	6.277447909893569e-8	0.8127303523407222	0.07520823786329293	0.29862980367787173
Gene180	4.768490868615876	1.8849743310175855	5.5303501672814404e-5	0.0015151644293921755	0.6953035530352129	0.10189293003324093	0.362479295742586
Gene181	4.257497772934043	0.7205440764248972	0.1053005261498315	0.477970536371615	-0.7387743602590828	0.07958085555092598	0.3101358361298752
Gene182	-0.30490914505823863	0.4873564752611919	0.23334722884121079	0.6704334666466911	0.6126012311812943	0.11441946297911987	0.38891727729136594
Gene183	5.313508505776162	-0.9379052855559672	0.031715253308948144	0.23440689807057016	-0.5419213519881905	0.18590224632842225	0.515250128404718
Gene184	3.5875939552789036	0.7350945656407907	0.09714902744174242	0.4610530985513208	0.6242985291990686	0.13584416005496833	0.43111444003480903
Gene185	3.9590685063579127	0.3338915699421113	0.48488736464414106	0.8603831270229179	0.561943029005712	0.2154011371483769	0.5568798788737769
Gene186	2.131681889456437	-0.6070076213469358	0.206533720572728	0.6424443419447029	-0.23950099045989076	0.596930481428142	0.8598467977769891
Gene187	3.7024239891389223	0.06456026476624986	0.885730317247752	0.9864465054546743	0.3439097377027252	0.4192416064393607	0.7466830476878397
Gene188	-2.6539860595318823	0.3192331518996817	0.28574997791348955	0.7266257294242077	-0.10457235709268269	0.7108633009952814	0.9029949520408894
Gene189	-0.27548644522109067	-0.46537269374239626	0.23746545339955155	0.67497739974236	-0.011387870080639694	0.9755248080185819	0.994568160841407
Gene190	-0.39708029155913444	0.41081905782149275	0.32128397380748924	0.7559819021589074	-0.39616136418423725	0.31206985206194615	0.6657367056954072
Gene191	4.791680575761247	0.4365957885237919	0.3137177131072154	0.7495836435833758	1.780247799020152	3.436825047346403e-5	7.266014899252438e-4
Gene192	1.4086386133654496	-0.18576549622961164	0.6564291753641234	0.9280146351599626	0.6597601390423301	0.09735095294916757	0.35237416854883347
Gene193	6.804928480851707	-0.24286601106160674	0.553866400802983	0.8938495425624732	0.1765715092220383	0.6490181727040507	0.8825921621822006
Gene194	2.504520751135557	0.1833104191671839	0.6540740774603482	0.9273700233380805	-0.4632928395032611	0.23288885753670943	0.5794696629427953
Gene195	4.169512497811281	1.4050003009892784	7.181669560523228e-4	0.01305218475996421	0.07173110860454746	0.8503387593490006	0.9561689332225932
Gene196	3.697852381227514	0.4426519424127979	0.3425158190017402	0.7698714744925607	0.5966081105472156	0.1774134048368963	0.5016460209539535
Gene197	-1.7893884171888084	-0.13247181081013495	0.7376534703934767	0.9562993885126286	-0.34709424984679377	0.35458423802928385	0.6999294078746227
Gene198	8.239861609075042	0.5915551377614383	0.2265546482289418	0.662547050353772	0.027366780283150063	0.9526460036323503	0.9851561568069807
Gene199	4.521134164909907	1.627906456808456	1.818269505101091e-4	0.004151300239956829	-0.18175542111319082	0.6456334526537431	0.8805992724688947
Gene200	4.980431836601443	0.17170302203584634	0.6876720473024407	0.9400346487372945	-3.1282563885269896	1.4154290943350028e-11	3.3981590112620015e-9
